Sr.No.,Course,Job profession,Student,Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist,s/p,P1,P2,P3,P4,P5,P6,P7,P8
,,Geologist,S68,12,9,17,15,13,5,13,18,s68,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S69,13,8,17,15,13,6,13,18,s69,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S70,14,5,16,15,14,7,13,18,s70,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S71,13,6,15,15,13,8,13,18,s71,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S72,12,7,19,18,12,9,13,18,s72,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S73,11,8,20,18,11,8,11,18,s73,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S74,14,9,17,18,14,5,11,18,s74,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S75,11,8,17,18,11,6,11,18,s75,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S76,12,5,18,18,12,7,11,18,s76,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S77,13,6,17,18,13,8,11,18,s77,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S78,14,7,17,18,13,9,11,18,s78,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S79,13,8,16,18,14,8,11,18,s79,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S80,12,9,15,18,13,5,11,18,s80,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S81,11,8,19,18,12,6,11,18,s81,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S82,14,5,20,18,11,7,11,18,s82,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S83,11,6,17,18,14,8,11,18,s83,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S84,12,7,17,18,11,9,11,17,s84,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S85,13,8,18,18,12,8,11,17,s85,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S86,14,9,17,18,13,5,11,17,s86,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S87,13,8,17,18,13,6,14,17,s87,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S88,12,5,16,18,14,7,14,17,s88,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S89,11,6,15,18,13,8,14,17,s89,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S90,14,7,19,19,12,9,14,17,s90,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S91,11,8,20,19,11,8,14,17,s91,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S92,12,9,17,19,14,5,14,17,s92,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S93,13,8,17,19,11,6,14,17,s93,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S94,14,5,18,19,12,7,14,17,s94,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S95,13,6,17,19,11,8,14,17,s95,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S96,12,7,16,19,12,9,14,17,s96,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S97,11,8,15,19,13,8,14,17,s97,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S98,14,9,19,19,14,5,14,17,s98,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S99,11,7,20,19,13,9,14,17,s99,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
,,Geologist,S100,12,6,17,19,12,7,14,17,s100,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST
3,,"Marine Biologist
",S101,5,6,11,20,12,7,13,19,s101,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S102,6,5,12,20,12,9,13,19,s102,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S103,7,6,14,20,12,10,11,19,s103,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S104,8,7,12,20,12,9,12,19,s104,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S105,9,8,13,20,12,8,14,19,s105,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S106,10,9,11,20,12,7,12,19,s106,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S107,9,8,12,20,12,6,13,19,s107,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S108,8,5,14,20,12,6,11,19,s108,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S109,7,6,12,20,12,9,12,19,s109,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S110,6,7,13,20,12,10,14,19,s110,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S111,6,8,11,20,12,9,13,19,s111,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S112,7,9,12,20,12,8,11,19,s112,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S113,8,5,14,20,12,7,12,19,s113,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S114,9,6,12,20,12,6,14,19,s114,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S115,10,7,13,20,12,6,12,19,s115,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S116,9,8,11,20,12,9,13,19,s116,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S117,8,9,12,20,12,10,11,19,s117,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S118,7,8,14,20,12,9,12,19,s118,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S119,6,5,12,20,12,8,14,19,s119,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S120,6,6,13,19,12,7,13,19,s120,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S121,7,7,11,19,12,6,11,19,s121,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S122,8,8,12,19,12,6,12,19,s122,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S123,9,9,14,19,11,9,14,16,s123,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S124,10,5,12,19,11,10,12,16,s124,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S125,9,6,13,19,11,9,13,16,s125,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S126,8,7,11,19,11,8,11,16,s126,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S127,7,8,12,19,11,7,12,16,s127,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S128,6,9,14,19,11,6,14,16,s128,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S129,6,8,12,19,11,6,13,16,s129,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S130,7,5,13,19,11,9,11,16,s130,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S131,8,6,11,19,11,10,12,16,s131,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S132,9,7,12,19,11,9,14,16,s132,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S133,10,8,14,19,14,8,12,16,s133,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S134,9,9,12,18,14,7,13,16,s134,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S135,8,5,13,18,14,6,11,16,s135,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S136,7,6,11,18,14,6,12,18,s136,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S137,6,7,12,18,14,9,14,18,s137,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S138,6,8,14,18,14,10,13,18,s138,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S139,7,9,12,18,14,9,11,18,s139,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S140,8,8,13,18,14,8,12,18,s140,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S141,9,5,11,18,14,7,14,18,s141,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S142,10,6,12,18,14,6,12,18,s142,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S143,9,7,14,18,14,6,13,18,s143,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S144,8,8,12,18,12,9,11,18,s144,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S145,7,9,13,18,12,10,12,18,s145,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S146,6,5,12,18,12,9,14,18,s146,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S147,8,6,14,17,12,8,13,18,s147,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S148,7,7,12,17,12,7,11,18,s148,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S149,6,8,13,17,12,6,12,18,s149,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
,,"Marine Biologist
",S150,9,9,11,17,12,6,14,18,s150,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST
4,,Veterinarian,S151,11,5,11,12,6,17,19,18,s151,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S152,12,5,14,14,9,20,19,18,s152,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S153,14,9,13,12,8,18,19,18,s153,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S154,13,8,11,13,7,19,19,18,s154,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S155,11,7,12,11,6,16,19,18,s155,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S156,12,6,14,12,8,15,19,18,s156,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S157,11,8,13,14,7,17,19,18,s157,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S158,11,7,11,12,6,20,19,18,s158,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S159,12,6,12,13,9,18,19,18,s159,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S160,14,9,11,11,6,19,19,18,s160,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S161,13,5,14,12,9,16,19,18,s161,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S162,11,5,13,14,8,15,19,18,s162,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S163,12,9,11,12,7,17,18,18,s163,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S164,11,8,12,13,6,20,18,18,s164,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S165,11,7,14,11,8,18,18,18,s165,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S166,12,6,13,12,7,19,18,18,s166,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S167,14,8,11,14,6,16,18,18,s167,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S168,13,7,12,12,9,15,18,17,s168,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S169,11,6,11,14,7,17,18,17,s169,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S170,12,9,11,12,9,20,18,17,s170,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S171,11,6,11,13,8,18,18,17,s171,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S172,11,9,14,11,7,19,18,17,s172,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S173,12,8,13,12,6,16,18,17,s173,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S174,14,7,11,14,8,15,18,17,s174,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S175,13,6,12,12,7,17,18,17,s175,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S176,11,8,14,13,6,20,18,17,s176,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S177,12,7,13,11,9,18,18,17,s177,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S178,11,6,11,12,7,19,18,17,s178,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S179,11,9,12,14,9,16,18,17,s179,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S180,12,7,11,12,8,15,18,17,s180,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S181,14,9,11,13,7,17,18,17,s181,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S182,13,8,14,11,6,20,18,17,s182,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S183,11,7,13,12,8,18,18,17,s183,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S184,12,6,11,14,7,19,18,17,s184,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S185,11,8,12,12,6,16,18,17,s185,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S186,11,7,14,14,9,15,18,17,s186,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S187,12,6,13,12,9,17,18,17,s187,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S188,14,9,11,13,9,20,17,17,s188,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S189,13,7,12,11,8,18,17,17,s189,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S190,11,7,14,12,7,19,17,19,s190,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S191,12,7,14,14,6,16,17,19,s191,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S192,11,9,11,12,8,15,17,19,s192,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S193,11,8,14,13,7,17,17,19,s193,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S194,12,7,13,11,9,20,17,19,s194,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S195,14,6,11,12,8,18,17,19,s195,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S196,13,8,12,14,7,19,17,19,s196,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S197,11,7,14,12,6,16,17,19,s197,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S198,12,6,13,13,8,15,17,19,s198,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S199,11,9,11,11,7,18,17,19,s199,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
,,Veterinarian,S200,13,10,12,12,6,15,17,19,s200,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST
5,,Nature photographer,S201,11,5,17,10,6,12,17,20,s201,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST
,,Nature photographer,S202,12,5,20,10,6,12,17,18,s202,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST
,,Nature photographer,S203,13,6,18,10,6,12,17,20,s203,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST
,,Nature photographer,S204,14,6,19,10,6,12,17,15,s204,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST
,,Nature photographer,S205,13,7,16,10,6,12,17,20,s205,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST
,,Nature photographer,S206,12,7,15,10,6,12,17,16,s206,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST
,,Nature photographer,S207,11,8,17,10,6,12,17,19,s207,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST
,,Nature photographer,S208,11,8,20,10,6,12,17,18,s208,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST
,,Nature photographer,S209,12,9,18,10,6,12,17,20,s209,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST
,,Nature photographer,S210,13,9,19,10,6,12,17,19,s210,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST
,,Nature photographer,S211,14,5,16,10,6,12,17,18,s211,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST
,,Nature photographer,S212,13,5,15,10,6,12,17,17,s212,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST
,,Nature photographer,S213,12,6,17,10,6,11,17,20,s213,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST
,,Nature photographer,S214,11,6,20,10,6,11,17,18,s214,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST
,,Nature photographer,S215,11,7,18,8,6,11,17,20,s215,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST
,,Nature photographer,S216,12,7,19,8,6,11,17,15,s216,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST
,,Nature photographer,S217,13,8,16,8,6,11,17,20,s217,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST
